address;rssi
e3:6f:28:36:5a:db;-51
f9:b3:b2:3d:53:a5;-31
ef:86:35:dd:c3:f7;-53
fc:02:a0:fa:33:19;-47
f7:9c:08:9a:42:ed;-60
f1:96:cd:ee:25:bd;-51
d1:0b:14:b3:18:6a;-62
d5:b1:89:8b:b8:c5;-46
f1:96:cd:ee:25:bd;-49
e3:6f:28:36:5a:db;-57
d1:0b:14:b3:18:6a;-62
f9:b3:b2:3d:53:a5;-45
ef:86:35:dd:c3:f7;-57
fc:02:a0:fa:33:19;-53
d5:b1:89:8b:b8:c5;-43
f7:9c:08:9a:42:ed;-66
e3:6f:28:36:5a:db;-60
f9:b3:b2:3d:53:a5;-42
ef:86:35:dd:c3:f7;-52
d1:0b:14:b3:18:6a;-58
fc:02:a0:fa:33:19;-47
f7:9c:08:9a:42:ed;-64
f1:96:cd:ee:25:bd;-59
e2:51:e0:31:ee:0e;-46
d5:b1:89:8b:b8:c5;-41
e3:6f:28:36:5a:db;-52
f9:b3:b2:3d:53:a5;-47
ef:86:35:dd:c3:f7;-50
d1:0b:14:b3:18:6a;-57
fc:02:a0:fa:33:19;-47
f7:9c:08:9a:42:ed;-66
e2:51:e0:31:ee:0e;-43
f1:96:cd:ee:25:bd;-55
f7:9c:08:9a:42:ed;-62
f1:96:cd:ee:25:bd;-61
e3:6f:28:36:5a:db;-52
e2:51:e0:31:ee:0e;-47
d1:0b:14:b3:18:6a;-62
fc:02:a0:fa:33:19;-47
f9:b3:b2:3d:53:a5;-45
ef:86:35:dd:c3:f7;-52
d5:b1:89:8b:b8:c5;-41
ef:86:35:dd:c3:f7;-50
e3:6f:28:36:5a:db;-53
e2:51:e0:31:ee:0e;-46
f7:9c:08:9a:42:ed;-60
f1:96:cd:ee:25:bd;-56
d1:0b:14:b3:18:6a;-57
f9:b3:b2:3d:53:a5;-46
fc:02:a0:fa:33:19;-47
e2:51:e0:31:ee:0e;-47
f1:96:cd:ee:25:bd;-51
d1:0b:14:b3:18:6a;-46
fc:02:a0:fa:33:19;-47
e3:6f:28:36:5a:db;-51
f7:9c:08:9a:42:ed;-65
ef:86:35:dd:c3:f7;-51
f9:b3:b2:3d:53:a5;-44
d5:b1:89:8b:b8:c5;-57
ef:86:35:dd:c3:f7;-57
e3:6f:28:36:5a:db;-52
d1:0b:14:b3:18:6a;-57
d5:b1:89:8b:b8:c5;-41
e2:51:e0:31:ee:0e;-47
fc:02:a0:fa:33:19;-47
f7:9c:08:9a:42:ed;-59
f1:96:cd:ee:25:bd;-56
f9:b3:b2:3d:53:a5;-47
f1:96:cd:ee:25:bd;-52
e3:6f:28:36:5a:db;-52
e2:51:e0:31:ee:0e;-34
fc:02:a0:fa:33:19;-48
