address;rssi
ef:86:35:dd:c3:f7;-59
f7:9c:08:9a:42:ed;-73
f1:96:cd:ee:25:bd;-68
e2:51:e0:31:ee:0e;-61
e3:6f:28:36:5a:db;-58
d1:0b:14:b3:18:6a;-56
f9:b3:b2:3d:53:a5;-57
fc:02:a0:fa:33:19;-60
d5:b1:89:8b:b8:c5;-66
d1:0b:14:b3:18:6a;-56
f9:b3:b2:3d:53:a5;-61
fc:02:a0:fa:33:19;-65
f1:96:cd:ee:25:bd;-62
e3:6f:28:36:5a:db;-71
e2:51:e0:31:ee:0e;-60
ef:86:35:dd:c3:f7;-69
f7:9c:08:9a:42:ed;-67
d5:b1:89:8b:b8:c5;-57
f7:9c:08:9a:42:ed;-52
ef:86:35:dd:c3:f7;-55
f1:96:cd:ee:25:bd;-65
e3:6f:28:36:5a:db;-59
e2:51:e0:31:ee:0e;-59
d1:0b:14:b3:18:6a;-56
f9:b3:b2:3d:53:a5;-58
fc:02:a0:fa:33:19;-58
d5:b1:89:8b:b8:c5;-59
f9:b3:b2:3d:53:a5;-58
fc:02:a0:fa:33:19;-55
f7:9c:08:9a:42:ed;-73
e3:6f:28:36:5a:db;-72
f1:96:cd:ee:25:bd;-68
e2:51:e0:31:ee:0e;-60
d1:0b:14:b3:18:6a;-62
ef:86:35:dd:c3:f7;-69
d5:b1:89:8b:b8:c5;-65
f7:9c:08:9a:42:ed;-76
ef:86:35:dd:c3:f7;-55
e2:51:e0:31:ee:0e;-59
f1:96:cd:ee:25:bd;-67
e3:6f:28:36:5a:db;-72
d1:0b:14:b3:18:6a;-60
f9:b3:b2:3d:53:a5;-61
fc:02:a0:fa:33:19;-41
d5:b1:89:8b:b8:c5;-65
f1:96:cd:ee:25:bd;-65
e3:6f:28:36:5a:db;-58
d5:b1:89:8b:b8:c5;-42
d1:0b:14:b3:18:6a;-57
e2:51:e0:31:ee:0e;-60
fc:02:a0:fa:33:19;-49
f7:9c:08:9a:42:ed;-68
ef:86:35:dd:c3:f7;-70
f9:b3:b2:3d:53:a5;-61
f1:96:cd:ee:25:bd;-68
e3:6f:28:36:5a:db;-40
f9:b3:b2:3d:53:a5;-43
f7:9c:08:9a:42:ed;-60
d5:b1:89:8b:b8:c5;-59
d1:0b:14:b3:18:6a;-45
fc:02:a0:fa:33:19;-59
f1:96:cd:ee:25:bd;-48
e3:6f:28:36:5a:db;-73
d1:0b:14:b3:18:6a;-62
fc:02:a0:fa:33:19;-65
f7:9c:08:9a:42:ed;-75
ef:86:35:dd:c3:f7;-54
d1:0b:14:b3:18:6a;-56
e3:6f:28:36:5a:db;-72
f9:b3:b2:3d:53:a5;-58
fc:02:a0:fa:33:19;-60
f7:9c:08:9a:42:ed;-75
d5:b1:89:8b:b8:c5;-58
f1:96:cd:ee:25:bd;-64
d5:b1:89:8b:b8:c5;-59
f1:96:cd:ee:25:bd;-67
fc:02:a0:fa:33:19;-58
f7:9c:08:9a:42:ed;-74
ef:86:35:dd:c3:f7;-58
e3:6f:28:36:5a:db;-71
d1:0b:14:b3:18:6a;-60
d1:0b:14:b3:18:6a;-54
e3:6f:28:36:5a:db;-41
f9:b3:b2:3d:53:a5;-43
