address;rssi
f7:9c:08:9a:42:ed;-79
f1:96:cd:ee:25:bd;-68
fc:02:a0:fa:33:19;-70
e3:6f:28:36:5a:db;-71
ef:86:35:dd:c3:f7;-69
d1:0b:14:b3:18:6a;-73
d5:b1:89:8b:b8:c5;-81
f1:96:cd:ee:25:bd;-72
f7:9c:08:9a:42:ed;-79
fc:02:a0:fa:33:19;-85
d1:0b:14:b3:18:6a;-79
ef:86:35:dd:c3:f7;-65
e3:6f:28:36:5a:db;-69
f7:9c:08:9a:42:ed;-85
fc:02:a0:fa:33:19;-73
e3:6f:28:36:5a:db;-56
d1:0b:14:b3:18:6a;-70
d5:b1:89:8b:b8:c5;-77
f9:b3:b2:3d:53:a5;-79
f1:96:cd:ee:25:bd;-68
ef:86:35:dd:c3:f7;-62
fc:02:a0:fa:33:19;-72
d1:0b:14:b3:18:6a;-76
f7:9c:08:9a:42:ed;-82
e3:6f:28:36:5a:db;-71
ef:86:35:dd:c3:f7;-68
d5:b1:89:8b:b8:c5;-81
f9:b3:b2:3d:53:a5;-81
f1:96:cd:ee:25:bd;-73
f7:9c:08:9a:42:ed;-87
f1:96:cd:ee:25:bd;-68
d1:0b:14:b3:18:6a;-74
d5:b1:89:8b:b8:c5;-77
f9:b3:b2:3d:53:a5;-77
e3:6f:28:36:5a:db;-70
ef:86:35:dd:c3:f7;-65
fc:02:a0:fa:33:19;-68
f7:9c:08:9a:42:ed;-86
f1:96:cd:ee:25:bd;-62
d1:0b:14:b3:18:6a;-62
ef:86:35:dd:c3:f7;-59
fc:02:a0:fa:33:19;-68
d5:b1:89:8b:b8:c5;-79
e3:6f:28:36:5a:db;-69
f7:9c:08:9a:42:ed;-82
f1:96:cd:ee:25:bd;-71
fc:02:a0:fa:33:19;-68
d1:0b:14:b3:18:6a;-76
d5:b1:89:8b:b8:c5;-80
e3:6f:28:36:5a:db;-57
ef:86:35:dd:c3:f7;-71
f9:b3:b2:3d:53:a5;-78
f1:96:cd:ee:25:bd;-69
e3:6f:28:36:5a:db;-70
d1:0b:14:b3:18:6a;-77
ef:86:35:dd:c3:f7;-51
fc:02:a0:fa:33:19;-68
d5:b1:89:8b:b8:c5;-62
f9:b3:b2:3d:53:a5;-70
f7:9c:08:9a:42:ed;-77
d5:b1:89:8b:b8:c5;-80
f7:9c:08:9a:42:ed;-79
fc:02:a0:fa:33:19;-75
f1:96:cd:ee:25:bd;-77
d1:0b:14:b3:18:6a;-75
ef:86:35:dd:c3:f7;-68
e3:6f:28:36:5a:db;-69
e3:6f:28:36:5a:db;-71
d1:0b:14:b3:18:6a;-75
ef:86:35:dd:c3:f7;-51
f7:9c:08:9a:42:ed;-66
fc:02:a0:fa:33:19;-53
d5:b1:89:8b:b8:c5;-72
f9:b3:b2:3d:53:a5;-69
f1:96:cd:ee:25:bd;-75
f9:b3:b2:3d:53:a5;-79
fc:02:a0:fa:33:19;-78
e3:6f:28:36:5a:db;-56
d1:0b:14:b3:18:6a;-62
ef:86:35:dd:c3:f7;-51
f7:9c:08:9a:42:ed;-80
f1:96:cd:ee:25:bd;-53
d5:b1:89:8b:b8:c5;-72
ef:86:35:dd:c3:f7;-70
e3:6f:28:36:5a:db;-73
d1:0b:14:b3:18:6a;-77
d5:b1:89:8b:b8:c5;-77
fc:02:a0:fa:33:19;-70
f9:b3:b2:3d:53:a5;-76
f1:96:cd:ee:25:bd;-79
f7:9c:08:9a:42:ed;-80
f9:b3:b2:3d:53:a5;-78
f1:96:cd:ee:25:bd;-74
e3:6f:28:36:5a:db;-70
d1:0b:14:b3:18:6a;-78
ef:86:35:dd:c3:f7;-74
fc:02:a0:fa:33:19;-68
d5:b1:89:8b:b8:c5;-77
f7:9c:08:9a:42:ed;-84
ef:86:35:dd:c3:f7;-74
f1:96:cd:ee:25:bd;-67
