address;rssi
e3:6f:28:36:5a:db;-59
f7:9c:08:9a:42:ed;-76
fc:02:a0:fa:33:19;-62
d1:0b:14:b3:18:6a;-68
ef:86:35:dd:c3:f7;-62
f1:96:cd:ee:25:bd;-57
f9:b3:b2:3d:53:a5;-66
d5:b1:89:8b:b8:c5;-62
d1:0b:14:b3:18:6a;-68
f1:96:cd:ee:25:bd;-56
fc:02:a0:fa:33:19;-60
f9:b3:b2:3d:53:a5;-60
e3:6f:28:36:5a:db;-63
d5:b1:89:8b:b8:c5;-69
ef:86:35:dd:c3:f7;-57
f7:9c:08:9a:42:ed;-92
e3:6f:28:36:5a:db;-60
d1:0b:14:b3:18:6a;-67
f1:96:cd:ee:25:bd;-61
ef:86:35:dd:c3:f7;-72
d5:b1:89:8b:b8:c5;-68
fc:02:a0:fa:33:19;-62
f7:9c:08:9a:42:ed;-76
d1:0b:14:b3:18:6a;-58
f1:96:cd:ee:25:bd;-57
fc:02:a0:fa:33:19;-62
f9:b3:b2:3d:53:a5;-64
e3:6f:28:36:5a:db;-68
f7:9c:08:9a:42:ed;-92
d5:b1:89:8b:b8:c5;-74
fc:02:a0:fa:33:19;-70
ef:86:35:dd:c3:f7;-56
d1:0b:14:b3:18:6a;-63
f1:96:cd:ee:25:bd;-56
f7:9c:08:9a:42:ed;-82
e3:6f:28:36:5a:db;-58
f9:b3:b2:3d:53:a5;-60
d5:b1:89:8b:b8:c5;-62
f1:96:cd:ee:25:bd;-55
fc:02:a0:fa:33:19;-72
f9:b3:b2:3d:53:a5;-64
f7:9c:08:9a:42:ed;-86
e3:6f:28:36:5a:db;-69
d1:0b:14:b3:18:6a;-57
ef:86:35:dd:c3:f7;-62
d5:b1:89:8b:b8:c5;-68
f1:96:cd:ee:25:bd;-55
ef:86:35:dd:c3:f7;-57
d1:0b:14:b3:18:6a;-51
d5:b1:89:8b:b8:c5;-62
fc:02:a0:fa:33:19;-47
f9:b3:b2:3d:53:a5;-60
f7:9c:08:9a:42:ed;-80
e3:6f:28:36:5a:db;-69
fc:02:a0:fa:33:19;-68
f9:b3:b2:3d:53:a5;-65
e3:6f:28:36:5a:db;-63
d1:0b:14:b3:18:6a;-69
d5:b1:89:8b:b8:c5;-62
f1:96:cd:ee:25:bd;-55
f7:9c:08:9a:42:ed;-75
f1:96:cd:ee:25:bd;-60
f7:9c:08:9a:42:ed;-80
d1:0b:14:b3:18:6a;-63
fc:02:a0:fa:33:19;-69
f9:b3:b2:3d:53:a5;-60
e3:6f:28:36:5a:db;-70
d5:b1:89:8b:b8:c5;-62
f7:9c:08:9a:42:ed;-81
e3:6f:28:36:5a:db;-58
d1:0b:14:b3:18:6a;-68
f1:96:cd:ee:25:bd;-60
fc:02:a0:fa:33:19;-60
f9:b3:b2:3d:53:a5;-60
d5:b1:89:8b:b8:c5;-75
e3:6f:28:36:5a:db;-62
d1:0b:14:b3:18:6a;-59
f9:b3:b2:3d:53:a5;-60
f7:9c:08:9a:42:ed;-76
f1:96:cd:ee:25:bd;-59
ef:86:35:dd:c3:f7;-56
d5:b1:89:8b:b8:c5;-75
fc:02:a0:fa:33:19;-63
e3:6f:28:36:5a:db;-63
d1:0b:14:b3:18:6a;-58
d5:b1:89:8b:b8:c5;-67
fc:02:a0:fa:33:19;-59
f1:96:cd:ee:25:bd;-61
f1:96:cd:ee:25:bd;-56
f9:b3:b2:3d:53:a5;-64
e3:6f:28:36:5a:db;-69
f7:9c:08:9a:42:ed;-76
d1:0b:14:b3:18:6a;-64
d5:b1:89:8b:b8:c5;-68
ef:86:35:dd:c3:f7;-67
fc:02:a0:fa:33:19;-63
d1:0b:14:b3:18:6a;-69
f1:96:cd:ee:25:bd;-61
fc:02:a0:fa:33:19;-68
e3:6f:28:36:5a:db;-43
f9:b3:b2:3d:53:a5;-64
f7:9c:08:9a:42:ed;-80
d1:0b:14:b3:18:6a;-58
fc:02:a0:fa:33:19;-60
f9:b3:b2:3d:53:a5;-63
e3:6f:28:36:5a:db;-62
f7:9c:08:9a:42:ed;-77
ef:86:35:dd:c3:f7;-56
f1:96:cd:ee:25:bd;-58
d1:0b:14:b3:18:6a;-62
d5:b1:89:8b:b8:c5;-74
f1:96:cd:ee:25:bd;-56
fc:02:a0:fa:33:19;-62
f7:9c:08:9a:42:ed;-80
f9:b3:b2:3d:53:a5;-65
