address,rssi,dist,battery,txPower,interval,roll
d5:b1:89:8b:b8:c5,-42,50,67,6,500,-49.60587401781031
f7:9c:08:9a:42:ed,-61,50,50,6,500,-49.884564871899364
e2:51:e0:31:ee:0e,-44,50,20,6,500,-49.786280842683475
e3:6f:28:36:5a:db,-51,50,43,6,500,-49.72063985835559
e2:51:e0:31:ee:0e,-43,50,20,6,500,-49.62236937215742
ef:86:35:dd:c3:f7,-53,50,69,6,500,-49.737196739058795
d5:b1:89:8b:b8:c5,-44,50,67,6,500,-49.68814463763346
fc:02:a0:fa:33:19,-50,50,44,6,500,-49.68817488967879
f1:96:cd:ee:25:bd,-55,50,47,6,500,-49.63885534880246
d1:0b:14:b3:18:6a,-59,50,43,6,500,-49.901217670281916
f9:b3:b2:3d:53:a5,-48,50,72,6,500,-49.80284491227119
f7:9c:08:9a:42:ed,-60,50,50,6,500,-49.819006052532245
f1:96:cd:ee:25:bd,-54,50,47,6,500,-49.85174669385977
d1:0b:14:b3:18:6a,-57,50,43,6,500,-49.736732963109716
f7:9c:08:9a:42:ed,-64,50,50,6,500,-49.86762851022811
fc:02:a0:fa:33:19,-49,50,44,6,500,-49.8676706677253
f9:b3:b2:3d:53:a5,-45,50,72,6,500,-49.834988337868886
ef:86:35:dd:c3:f7,-49,50,69,6,500,-49.6873304505553
d5:b1:89:8b:b8:c5,-46,50,67,6,500,-49.72027219642763
e3:6f:28:36:5a:db,-57,50,43,6,500,-49.78572959126501
d1:0b:14:b3:18:6a,-57,50,43,6,500,-49.71990754317403
e3:6f:28:36:5a:db,-51,50,43,6,500,-49.86759763719718
ef:86:35:dd:c3:f7,-54,50,69,6,500,-49.94955271242523
d5:b1:89:8b:b8:c5,-44,50,67,6,500,-49.85125841341716
fc:02:a0:fa:33:19,-49,50,44,6,500,-49.65435010019073
f7:9c:08:9a:42:ed,-58,50,50,6,500,-49.65411147164655
f1:96:cd:ee:25:bd,-57,50,47,6,500,-49.62106772765729
f9:b3:b2:3d:53:a5,-48,50,72,6,500,-49.70317751782097
d1:0b:14:b3:18:6a,-59,50,43,6,500,-50.44192045456923
e3:6f:28:36:5a:db,-51,50,43,6,500,-50.44192268730351
fc:02:a0:fa:33:19,-50,50,44,6,500,-50.54066466966433
f7:9c:08:9a:42:ed,-63,50,50,6,500,-50.7534756010553
f9:b3:b2:3d:53:a5,-48,50,72,6,500,-50.572911708235374
ef:86:35:dd:c3:f7,-50,50,69,6,500,-50.60585848541669
d5:b1:89:8b:b8:c5,-45,50,67,6,500,-50.47474192259673
f1:96:cd:ee:25:bd,-53,50,47,6,500,-50.31026894600377
ef:86:35:dd:c3:f7,-54,50,69,6,500,-50.35935634050525
d5:b1:89:8b:b8:c5,-43,50,67,6,500,-50.327012843209914
f7:9c:08:9a:42:ed,-63,50,50,6,500,-50.506980173088195
fc:02:a0:fa:33:19,-49,50,44,6,500,-50.62219405318948
f1:96:cd:ee:25:bd,-56,50,47,6,500,-50.58899869606324
d1:0b:14:b3:18:6a,-62,50,43,6,500,-50.71976994761806
e3:6f:28:36:5a:db,-56,50,43,6,500,-50.933121744403984
e3:6f:28:36:5a:db,-51,50,43,6,500,-50.85094950221338
d1:0b:14:b3:18:6a,-57,50,43,6,500,-50.86699412495389
f7:9c:08:9a:42:ed,-61,50,50,6,500,-51.047177985434
fc:02:a0:fa:33:19,-50,50,44,6,500,-51.030810895245004
f9:b3:b2:3d:53:a5,-48,50,72,6,500,-50.9323924286729
ef:86:35:dd:c3:f7,-51,50,69,6,500,-50.94882053445438
d5:b1:89:8b:b8:c5,-41,50,67,6,500,-50.91657103654725
f1:96:cd:ee:25:bd,-51,50,47,6,500,-50.949449308264995
fc:02:a0:fa:33:19,-49,50,44,6,500,-50.73592914085492
f7:9c:08:9a:42:ed,-58,50,50,6,500,-50.63676052773047
f1:96:cd:ee:25:bd,-52,50,47,6,500,-50.78458519587399
e3:6f:28:36:5a:db,-40,50,43,6,500,-50.60458280071112
d1:0b:14:b3:18:6a,-59,50,43,6,500,-50.63692628740634
f9:b3:b2:3d:53:a5,-43,50,72,6,500,-50.70317528160815
ef:86:35:dd:c3:f7,-52,50,69,6,500,-51.04862690265521
d5:b1:89:8b:b8:c5,-43,50,67,6,500,-50.95066691915974
fc:02:a0:fa:33:19,-50,50,44,6,500,-50.93438179681871
d1:0b:14:b3:18:6a,-63,50,43,6,500,-51.278889894317246
e3:6f:28:36:5a:db,-50,50,43,6,500,-51.098177598224225
d5:b1:89:8b:b8:c5,-42,50,67,6,500,-51.06617759995871
f7:9c:08:9a:42:ed,-59,50,50,6,500,-51.197102504316774
f7:9c:08:9a:42:ed,-58,50,50,6,500,-51.44350183669097
f1:96:cd:ee:25:bd,-57,50,47,6,500,-51.508868022858685
d1:0b:14:b3:18:6a,-58,50,43,6,500,-51.738839827838575
e3:6f:28:36:5a:db,-56,50,43,6,500,-51.83727447109761
fc:02:a0:fa:33:19,-50,50,44,6,500,-51.75526247887656
f9:b3:b2:3d:53:a5,-48,50,72,6,500,-51.57473264623577
ef:86:35:dd:c3:f7,-52,50,69,6,500,-51.64067955370206
d5:b1:89:8b:b8:c5,-41,50,67,6,500,-51.32894455782214
fc:02:a0:fa:33:19,-50,50,44,6,500,-51.26334516848038
f1:96:cd:ee:25:bd,-53,50,47,6,500,-51.197508857139795
d1:0b:14:b3:18:6a,-59,50,43,6,500,-51.114681403024626
e3:6f:28:36:5a:db,-56,50,43,6,500,-51.22949141090321
d5:b1:89:8b:b8:c5,-46,50,67,6,500,-51.246612031776124
f7:9c:08:9a:42:ed,-64,50,50,6,500,-51.49210888533397
ef:86:35:dd:c3:f7,-54,50,69,6,500,-51.62368466103526
d1:0b:14:b3:18:6a,-65,50,43,6,500,-51.753973072866245
f9:b3:b2:3d:53:a5,-48,50,72,6,500,-51.60629870298881
f7:9c:08:9a:42:ed,-60,50,50,6,500,-51.753642637122496
fc:02:a0:fa:33:19,-49,50,44,6,500,-51.67166904724083
f1:96:cd:ee:25:bd,-53,50,47,6,500,-51.81973343783921
e3:6f:28:36:5a:db,-51,50,43,6,500,-51.85278968946478
ef:86:35:dd:c3:f7,-51,50,69,6,500,-51.737801951717344
d1:0b:14:b3:18:6a,-61,50,43,6,500,-51.80280441576278
ef:86:35:dd:c3:f7,-50,50,69,6,500,-51.835932079884394
d5:b1:89:8b:b8:c5,-42,50,67,6,500,-51.55709764972416
f7:9c:08:9a:42:ed,-63,50,50,6,500,-51.75351277100841
f1:96:cd:ee:25:bd,-52,50,47,6,500,-51.78643824257864
e3:6f:28:36:5a:db,-57,50,43,6,500,-51.687448697635126
f9:b3:b2:3d:53:a5,-46,50,72,6,500,-51.65504086711397
fc:02:a0:fa:33:19,-50,50,44,6,500,-51.655217527957255
d1:0b:14:b3:18:6a,-59,50,43,6,500,-51.884955806294954
e3:6f:28:36:5a:db,-57,50,43,6,500,-51.95037544393282
fc:02:a0:fa:33:19,-50,50,44,6,500,-51.88479085593825
f7:9c:08:9a:42:ed,-58,50,50,6,500,-52.131136420519574
f1:96:cd:ee:25:bd,-57,50,47,6,500,-52.03214195779389
d5:b1:89:8b:b8:c5,-40,50,67,6,500,-51.88503347112151
f9:b3:b2:3d:53:a5,-46,50,72,6,500,-51.72105696874993
e3:6f:28:36:5a:db,-50,50,43,6,500,-51.523956169743876
f7:9c:08:9a:42:ed,-58,50,50,6,500,-51.556362632481886
fc:02:a0:fa:33:19,-50,50,44,6,500,-51.540089362506514
f1:96:cd:ee:25:bd,-55,50,47,6,500,-51.50695900251706
d1:0b:14:b3:18:6a,-62,50,43,6,500,-51.52258545291919
f9:b3:b2:3d:53:a5,-42,50,72,6,500,-51.39181970441525
ef:86:35:dd:c3:f7,-52,50,69,6,500,-51.45757452020223
d1:0b:14:b3:18:6a,-58,50,43,6,500,-51.572224401921254
e3:6f:28:36:5a:db,-57,50,43,6,500,-51.83497832600986
f7:9c:08:9a:42:ed,-63,50,50,6,500,-52.03147596549709
f9:b3:b2:3d:53:a5,-46,50,72,6,500,-51.9826253267007
fc:02:a0:fa:33:19,-50,50,44,6,500,-51.85127174920602
ef:86:35:dd:c3:f7,-50,50,69,6,500,-51.81856008075027
f1:96:cd:ee:25:bd,-52,50,47,6,500,-52.01604168074737
f7:9c:08:9a:42:ed,-64,50,50,6,500,-52.09731222712569
fc:02:a0:fa:33:19,-51,50,44,6,500,-52.22909720656271
f1:96:cd:ee:25:bd,-53,50,47,6,500,-52.245543818120595
ef:86:35:dd:c3:f7,-54,100,69,6,500,-56.91902586154861
fc:02:a0:fa:33:19,-57,100,44,6,500,-56.86974906078534
e3:6f:28:36:5a:db,-59,100,43,6,500,-56.88609784390045
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.98430037721556
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-57.11585359088913
d1:0b:14:b3:18:6a,-63,100,43,6,500,-57.21407924186276
f1:96:cd:ee:25:bd,-56,100,47,6,500,-57.03337117499709
f7:9c:08:9a:42:ed,-69,100,50,6,500,-57.22958598614445
e2:51:e0:31:ee:0e,-52,100,20,6,500,-56.999781290219296
e3:6f:28:36:5a:db,-59,100,43,6,500,-56.83510164860094
f9:b3:b2:3d:53:a5,-61,100,72,6,500,-56.85116095332869
fc:02:a0:fa:33:19,-57,100,44,6,500,-56.867658482018044
e3:6f:28:36:5a:db,-59,100,43,6,500,-56.8015947720329
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-56.78525602488616
fc:02:a0:fa:33:19,-56,100,44,6,500,-56.70303726891704
d1:0b:14:b3:18:6a,-58,100,43,6,500,-56.818216334419496
e2:51:e0:31:ee:0e,-51,100,20,6,500,-56.720114136488306
ef:86:35:dd:c3:f7,-41,100,69,6,500,-56.82149288745968
f1:96:cd:ee:25:bd,-35,100,47,6,500,-56.52616336461457
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.52516807138911
fc:02:a0:fa:33:19,-57,100,44,6,500,-56.54170260450058
d1:0b:14:b3:18:6a,-62,100,43,6,500,-56.623559017611726
f1:96:cd:ee:25:bd,-53,100,47,6,500,-56.54169106326856
f7:9c:08:9a:42:ed,-65,100,50,6,500,-56.689039012830335
e2:51:e0:31:ee:0e,-57,100,20,6,500,-56.771426989940245
e3:6f:28:36:5a:db,-58,100,43,6,500,-56.7878844600308
ef:86:35:dd:c3:f7,-55,100,69,6,500,-56.59088353050675
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-56.67295507701041
f9:b3:b2:3d:53:a5,-60,100,72,6,500,-56.75503913244981
fc:02:a0:fa:33:19,-66,100,44,6,500,-56.951653842483736
e2:51:e0:31:ee:0e,-57,100,20,6,500,-57.06707720746706
ef:86:35:dd:c3:f7,-53,100,69,6,500,-56.87016845705848
f1:96:cd:ee:25:bd,-51,100,47,6,500,-56.85434995302181
f7:9c:08:9a:42:ed,-67,100,50,6,500,-56.9027881704953
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-56.8861783350384
d1:0b:14:b3:18:6a,-57,100,43,6,500,-56.85336385274014
e3:6f:28:36:5a:db,-56,100,43,6,500,-56.78772875730387
fc:02:a0:fa:33:19,-56,100,44,6,500,-56.67276494647985
f1:96:cd:ee:25:bd,-53,100,47,6,500,-56.72266118872246
e2:51:e0:31:ee:0e,-51,100,20,6,500,-56.65739475784446
f7:9c:08:9a:42:ed,-65,100,50,6,500,-56.72246622922118
e3:6f:28:36:5a:db,-50,100,43,6,500,-56.624326718962266
f9:b3:b2:3d:53:a5,-61,100,72,6,500,-56.62406383525121
ef:86:35:dd:c3:f7,-54,100,69,6,500,-56.4435267260906
d1:0b:14:b3:18:6a,-55,100,43,6,500,-56.31218442447353
f1:96:cd:ee:25:bd,-52,100,47,6,500,-56.312679113405494
fc:02:a0:fa:33:19,-66,100,44,6,500,-56.492762244599774
f7:9c:08:9a:42:ed,-61,100,50,6,500,-56.50892233577049
e2:51:e0:31:ee:0e,-52,100,20,6,500,-56.344885544113325
e3:6f:28:36:5a:db,-58,100,43,6,500,-56.3941959235064
d5:b1:89:8b:b8:c5,-57,100,67,6,500,-56.49303451507548
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.706521625154906
ef:86:35:dd:c3:f7,-54,100,69,6,500,-56.493168265665794
d1:0b:14:b3:18:6a,-57,100,43,6,500,-56.427429763970615
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.45916770244332
e2:51:e0:31:ee:0e,-49,100,20,6,500,-56.394033814783675
e3:6f:28:36:5a:db,-50,100,43,6,500,-56.115048843499856
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-56.11514492606321
ef:86:35:dd:c3:f7,-53,100,69,6,500,-56.11552816453833
d5:b1:89:8b:b8:c5,-58,100,67,6,500,-56.21424660891514
fc:02:a0:fa:33:19,-56,100,44,6,500,-56.247317455080456
f1:96:cd:ee:25:bd,-56,100,47,6,500,-56.230999743598574
e2:51:e0:31:ee:0e,-52,100,20,6,500,-56.11626453042183
e3:6f:28:36:5a:db,-59,100,43,6,500,-56.0503611205362
fc:02:a0:fa:33:19,-65,100,44,6,500,-56.13179700241076
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.1312604114669
f1:96:cd:ee:25:bd,-51,100,47,6,500,-56.049485192101805
ef:86:35:dd:c3:f7,-57,100,69,6,500,-55.85218222836951
f9:b3:b2:3d:53:a5,-55,100,72,6,500,-55.901759831885286
e3:6f:28:36:5a:db,-50,100,43,6,500,-55.75423447410676
ef:86:35:dd:c3:f7,-54,100,69,6,500,-55.63929092293615
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-55.62288208662439
fc:02:a0:fa:33:19,-56,100,44,6,500,-55.573556965876705
f7:9c:08:9a:42:ed,-65,100,50,6,500,-55.72077852861318
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-55.78626671142089
d1:0b:14:b3:18:6a,-57,100,43,6,500,-55.769764151291255
f1:96:cd:ee:25:bd,-51,100,47,6,500,-55.7702813410866
e3:6f:28:36:5a:db,-58,100,43,6,500,-56.05048984226787
fc:02:a0:fa:33:19,-65,100,44,6,500,-56.54640982517196
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.44700586694631
f1:96:cd:ee:25:bd,-56,100,47,6,500,-56.43078638894229
f7:9c:08:9a:42:ed,-61,100,50,6,500,-56.41352434233553
ef:86:35:dd:c3:f7,-53,100,69,6,500,-56.41450847059838
f9:b3:b2:3d:53:a5,-60,100,72,6,500,-56.3315804912644
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-56.380534573582686
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.55918012390823
e3:6f:28:36:5a:db,-51,100,43,6,500,-56.49415091223538
ef:86:35:dd:c3:f7,-56,100,69,6,500,-56.42833666073731
f9:b3:b2:3d:53:a5,-57,100,72,6,500,-56.378844206481034
fc:02:a0:fa:33:19,-55,100,44,6,500,-56.197721218844876
f1:96:cd:ee:25:bd,-53,100,47,6,500,-56.13233993163825
d5:b1:89:8b:b8:c5,-59,100,67,6,500,-56.231147191094266
d1:0b:14:b3:18:6a,-62,100,43,6,500,-56.412062695573
fc:02:a0:fa:33:19,-57,100,44,6,500,-56.24703933985592
d1:0b:14:b3:18:6a,-58,100,43,6,500,-56.213669022536685
f1:96:cd:ee:25:bd,-52,100,47,6,500,-56.131977997965414
f7:9c:08:9a:42:ed,-67,100,50,6,500,-56.31143190016123
e3:6f:28:36:5a:db,-65,100,43,6,500,-56.458464191832995
ef:86:35:dd:c3:f7,-57,100,69,6,500,-56.52458381479787
f9:b3:b2:3d:53:a5,-57,100,72,6,500,-56.62388972861324
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-56.54070175858689
ef:86:35:dd:c3:f7,-55,100,69,6,500,-56.62406237199604
f9:b3:b2:3d:53:a5,-57,100,72,6,500,-56.55792861840163
fc:02:a0:fa:33:19,-58,100,44,6,500,-56.6239984503711
d1:0b:14:b3:18:6a,-58,100,43,6,500,-56.67352656884233
e3:6f:28:36:5a:db,-64,100,43,6,500,-56.870572969482716
d5:b1:89:8b:b8:c5,-58,100,67,6,500,-56.738137252714246
f1:96:cd:ee:25:bd,-53,100,47,6,500,-56.60665840549907
f7:9c:08:9a:42:ed,-64,100,50,6,500,-56.80368585188315
fc:02:a0:fa:33:19,-67,100,44,6,500,-56.95014954366305
f1:96:cd:ee:25:bd,-52,100,47,6,500,-56.868607025398255
d1:0b:14:b3:18:6a,-58,100,43,6,500,-56.78573355273238
f7:9c:08:9a:42:ed,-65,100,50,6,500,-56.96595217321651
e3:6f:28:36:5a:db,-65,100,43,6,500,-57.096604092759996
ef:86:35:dd:c3:f7,-56,100,69,6,500,-56.881600661851785
f9:b3:b2:3d:53:a5,-61,100,72,6,500,-57.079201391157596
d5:b1:89:8b:b8:c5,-59,100,67,6,500,-57.2279302064677
fc:02:a0:fa:33:19,-67,100,44,6,500,-57.407710440381194
d1:0b:14:b3:18:6a,-58,100,43,6,500,-57.49051039442006
f7:9c:08:9a:42:ed,-67,100,50,6,500,-57.63722818911177
e3:6f:28:36:5a:db,-65,100,43,6,500,-57.78453072851975
d5:b1:89:8b:b8:c5,-57,100,67,6,500,-57.80131802536636
ef:86:35:dd:c3:f7,-53,100,69,6,500,-57.81913294395455
f9:b3:b2:3d:53:a5,-57,100,72,6,500,-57.78631243655551
f1:96:cd:ee:25:bd,-54,100,47,6,500,-57.60519472127091
f1:96:cd:ee:25:bd,-53,100,47,6,500,-57.44082640578971
f7:9c:08:9a:42:ed,-61,100,50,6,500,-57.6057071000786
ef:86:35:dd:c3:f7,-54,100,69,6,500,-57.55706925859689
f9:b3:b2:3d:53:a5,-55,100,72,6,500,-57.55790541562771
fc:02:a0:fa:33:19,-57,100,44,6,500,-57.67464875555608
d1:0b:14:b3:18:6a,-63,100,43,6,500,-57.82268600379179
e3:6f:28:36:5a:db,-41,100,43,6,500,-57.576714196268235
fc:02:a0:fa:33:19,-57,100,44,6,500,-57.59359769714467
f7:9c:08:9a:42:ed,-67,100,50,6,500,-57.62492752658519
e3:6f:28:36:5a:db,-56,100,43,6,500,-57.55933445540284
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-57.60862988046066
d1:0b:14:b3:18:6a,-63,100,43,6,500,-57.80626181851561
f1:96:cd:ee:25:bd,-50,100,47,6,500,-57.675354934304444
ef:86:35:dd:c3:f7,-54,100,69,6,500,-57.4946940999907
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-57.37965036994245
e3:6f:28:36:5a:db,-55,100,43,6,500,-57.36376425288386
f9:b3:b2:3d:53:a5,-61,100,72,6,500,-57.36332249428053
fc:02:a0:fa:33:19,-63,100,44,6,500,-57.52772274161363
d1:0b:14:b3:18:6a,-58,100,43,6,500,-57.494834933692765
f7:9c:08:9a:42:ed,-68,100,50,6,500,-57.62486015282353
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-57.47636894912184
ef:86:35:dd:c3:f7,-54,100,69,6,500,-57.52693674425332
f1:96:cd:ee:25:bd,-51,100,47,6,500,-57.44552966164196
d1:0b:14:b3:18:6a,-57,100,43,6,500,-57.445830775043035
f1:96:cd:ee:25:bd,-51,100,47,6,500,-57.38091014683306
f7:9c:08:9a:42:ed,-67,100,50,6,500,-57.610339785983456
e3:6f:28:36:5a:db,-59,100,43,6,500,-57.61033436410412
ef:86:35:dd:c3:f7,-57,100,69,6,500,-57.52818216861783
fc:02:a0:fa:33:19,-56,100,44,6,500,-57.51213261343373
d5:b1:89:8b:b8:c5,-55,100,67,6,500,-57.46319025831543
f9:b3:b2:3d:53:a5,-54,100,72,6,500,-57.49720373946574
fc:02:a0:fa:33:19,-57,100,44,6,500,-57.333024134856835
f1:96:cd:ee:25:bd,-53,100,47,6,500,-57.136027626748515
f7:9c:08:9a:42:ed,-61,100,50,6,500,-57.201590881472136
e3:6f:28:36:5a:db,-34,100,43,6,500,-56.82259190397964
d5:b1:89:8b:b8:c5,-59,100,67,6,500,-56.80608938566756
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.93725584143302
fc:02:a0:fa:33:19,-56,100,44,6,500,-56.92105653769976
d1:0b:14:b3:18:6a,-57,100,43,6,500,-56.90476141203431
f1:96:cd:ee:25:bd,-51,100,47,6,500,-56.7901120671352
f7:9c:08:9a:42:ed,-66,100,50,6,500,-56.822199760065324
e3:6f:28:36:5a:db,-60,100,43,6,500,-56.85495408279666
ef:86:35:dd:c3:f7,-53,100,69,6,500,-56.85547479470969
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-56.724200738830405
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-56.6091191036552
fc:02:a0:fa:33:19,-63,100,44,6,500,-56.78972136162893
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.87144131828795
f1:96:cd:ee:25:bd,-55,100,47,6,500,-56.707314839508165
e3:6f:28:36:5a:db,-50,100,43,6,500,-56.4611926437884
f7:9c:08:9a:42:ed,-61,100,50,6,500,-56.54313445062417
ef:86:35:dd:c3:f7,-53,100,69,6,500,-56.411911738273176
f9:b3:b2:3d:53:a5,-55,100,72,6,500,-56.34633184112279
f1:96:cd:ee:25:bd,-56,100,47,6,500,-56.165673423018035
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.247277700801945
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.278836093568735
e3:6f:28:36:5a:db,-50,100,43,6,500,-56.03262869057184
ef:86:35:dd:c3:f7,-56,100,69,6,500,-56.01623907539103
fc:02:a0:fa:33:19,-56,100,44,6,500,-56.06574245918434
d5:b1:89:8b:b8:c5,-54,100,67,6,500,-56.01664340296892
e3:6f:28:36:5a:db,-57,100,43,6,500,-56.06604473893433
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.2300180685192
f1:96:cd:ee:25:bd,-50,100,47,6,500,-56.04960404519927
fc:02:a0:fa:33:19,-56,100,44,6,500,-56.0826465011308
d5:b1:89:8b:b8:c5,-58,100,67,6,500,-56.13194745927425
f1:96:cd:ee:25:bd,-57,100,47,6,500,-56.13196254104585
e3:6f:28:36:5a:db,-50,100,43,6,500,-55.918658456243364
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.37870225796987
ef:86:35:dd:c3:f7,-55,100,69,6,500,-56.34603845292642
f9:b3:b2:3d:53:a5,-55,100,72,6,500,-56.1489125509095
fc:02:a0:fa:33:19,-63,100,44,6,500,-56.26342864519475
d1:0b:14:b3:18:6a,-57,100,43,6,500,-56.214045708411184
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-56.164299330871856
d5:b1:89:8b:b8:c5,-56,100,67,6,500,-56.26342697551078
e3:6f:28:36:5a:db,-57,100,43,6,500,-56.31293084373902
fc:02:a0:fa:33:19,-66,100,44,6,500,-56.47639168299703
d1:0b:14:b3:18:6a,-63,100,43,6,500,-56.60744291037617
f1:96:cd:ee:25:bd,-54,100,47,6,500,-56.49253148906435
f7:9c:08:9a:42:ed,-68,100,50,6,500,-56.57348697112492
f9:b3:b2:3d:53:a5,-55,100,72,6,500,-56.52431653789259
e3:6f:28:36:5a:db,-56,100,43,6,500,-56.326847289452445
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.473640235017875
ef:86:35:dd:c3:f7,-55,100,69,6,500,-56.4903002669467
fc:02:a0:fa:33:19,-55,100,44,6,500,-56.55638806191973
f1:96:cd:ee:25:bd,-57,100,47,6,500,-56.55638416046365
d1:0b:14:b3:18:6a,-59,100,43,6,500,-56.68795604829852
d5:b1:89:8b:b8:c5,-55,100,67,6,500,-56.49054356659198
fc:02:a0:fa:33:19,-58,100,44,6,500,-56.47391490243377
d1:0b:14:b3:18:6a,-57,100,43,6,500,-56.47389506196943
f1:96:cd:ee:25:bd,-56,100,47,6,500,-56.47400865272808
e3:6f:28:36:5a:db,-66,100,43,6,500,-56.65411985054292
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.899827248400555
ef:86:35:dd:c3:f7,-52,100,69,6,500,-56.818068446549276
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-56.86758698125047
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-56.850823585023775
e3:6f:28:36:5a:db,-56,100,43,6,500,-57.21460712708709
f9:b3:b2:3d:53:a5,-58,100,72,6,500,-57.19807117855209
d5:b1:89:8b:b8:c5,-55,100,67,6,500,-57.06646694025133
f7:9c:08:9a:42:ed,-66,100,50,6,500,-57.229935832611126
fc:02:a0:fa:33:19,-66,100,44,6,500,-57.376966487040995
f1:96:cd:ee:25:bd,-53,100,47,6,500,-57.41097558408295
ef:86:35:dd:c3:f7,-52,100,69,6,500,-57.18090648826796
d1:0b:14:b3:18:6a,-59,100,43,6,500,-57.16417099635525
fc:02:a0:fa:33:19,-55,100,44,6,500,-57.19781789118125
f1:96:cd:ee:25:bd,-53,100,47,6,500,-57.14913937926111
f7:9c:08:9a:42:ed,-68,100,50,6,500,-57.27916981099172
ef:86:35:dd:c3:f7,-55,100,69,6,500,-57.14764688089537
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-57.032420067918224
e3:6f:28:36:5a:db,-51,100,43,6,500,-56.96747668783654
d1:0b:14:b3:18:6a,-63,100,43,6,500,-57.18129380999915
d1:0b:14:b3:18:6a,-43,100,43,6,500,-56.88610489408305
fc:02:a0:fa:33:19,-50,100,44,6,500,-56.837620085500724
f1:96:cd:ee:25:bd,-57,100,47,6,500,-56.87075207856513
d5:b1:89:8b:b8:c5,-59,100,67,6,500,-56.92009841775618
f7:9c:08:9a:42:ed,-54,100,50,6,500,-56.77235795859136
e3:6f:28:36:5a:db,-57,100,43,6,500,-56.57503380810759
ef:86:35:dd:c3:f7,-51,100,69,6,500,-56.59265490865025
f9:b3:b2:3d:53:a5,-57,100,72,6,500,-56.6093111725538
d1:0b:14:b3:18:6a,-57,100,43,6,500,-56.62598021688259
fc:02:a0:fa:33:19,-55,100,44,6,500,-56.643006981161314
f1:96:cd:ee:25:bd,-53,100,47,6,500,-56.57770365600577
f7:9c:08:9a:42:ed,-69,100,50,6,500,-56.674516840161736
ef:86:35:dd:c3:f7,-57,100,69,6,500,-56.790392860097
e3:6f:28:36:5a:db,-65,100,43,6,500,-56.93756932984912
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-56.90490606270792
d1:0b:14:b3:18:6a,-57,100,43,6,500,-56.90508992955318
fc:02:a0:fa:33:19,-67,100,44,6,500,-57.184067939067965
f1:96:cd:ee:25:bd,-57,100,47,6,500,-56.98705223942865
d5:b1:89:8b:b8:c5,-59,100,67,6,500,-57.052978656005465
e3:6f:28:36:5a:db,-65,100,43,6,500,-57.21669293208616
ef:86:35:dd:c3:f7,-51,100,69,6,500,-57.01974075352038
f9:b3:b2:3d:53:a5,-56,100,72,6,500,-57.00356740932538
f7:9c:08:9a:42:ed,-65,100,50,6,500,-57.08481166358404
f1:96:cd:ee:25:bd,-53,100,47,6,500,-57.0359891029695
d1:0b:14:b3:18:6a,-62,100,43,6,500,-57.11783220910728
e3:6f:28:36:5a:db,-56,100,43,6,500,-56.95356472419894
ef:86:35:dd:c3:f7,-57,100,69,6,500,-56.85487914191608
f7:9c:08:9a:42:ed,-68,100,50,6,500,-57.08394089351572
f9:b3:b2:3d:53:a5,-61,100,72,6,500,-56.96838953858877
fc:02:a0:fa:33:19,-57,100,44,6,500,-57.00151589971777
f1:96:cd:ee:25:bd,-59,100,47,6,500,-57.05083135885187
fc:02:a0:fa:33:19,-58,100,44,6,500,-56.86965167407475
f7:9c:08:9a:42:ed,-66,100,50,6,500,-57.049648522822814
e3:6f:28:36:5a:db,-57,100,43,6,500,-57.082785433970265
d1:0b:14:b3:18:6a,-57,100,43,6,500,-57.08290417313337
ef:86:35:dd:c3:f7,-55,100,69,6,500,-57.01731819240217
d5:b1:89:8b:b8:c5,-60,100,67,6,500,-57.09947518837188
