address,rssi,dist,battery,txPower,interval,roll
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.73673204028294
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-63.7530010038588
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.802473118489644
d1:0b:14:b3:18:6a,-58,500,43,6,500,-63.704186203331375
d5:b1:89:8b:b8:c5,-72,500,67,6,500,-63.884501201187526
f7:9c:08:9a:42:ed,-82,500,50,6,500,-63.96601922532829
e3:6f:28:36:5a:db,-58,500,43,6,500,-63.91697858285312
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-63.671055931450645
ef:86:35:dd:c3:f7,-62,500,69,6,500,-63.72036411528919
fc:02:a0:fa:33:19,-55,500,44,6,500,-63.50726092767027
f9:b3:b2:3d:53:a5,-60,500,72,6,500,-63.441730932694014
f1:96:cd:ee:25:bd,-63,500,47,6,500,-63.52384210950005
d1:0b:14:b3:18:6a,-57,500,43,6,500,-63.5568961996621
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.50776634757833
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.63861532512585
d5:b1:89:8b:b8:c5,-73,500,67,6,500,-63.900980956069944
e3:6f:28:36:5a:db,-57,500,43,6,500,-63.737072125978365
d1:0b:14:b3:18:6a,-60,500,43,6,500,-63.50747899291947
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.62239483258783
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.44185806279888
e3:6f:28:36:5a:db,-57,500,43,6,500,-63.376414193652785
f9:b3:b2:3d:53:a5,-74,500,72,6,500,-63.32692607569916
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.32711771337245
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-63.343393815032684
f7:9c:08:9a:42:ed,-80,500,50,6,500,-63.72038682598917
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.753408409602706
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.63863178820661
e3:6f:28:36:5a:db,-67,500,43,6,500,-63.75345783394057
d5:b1:89:8b:b8:c5,-71,500,67,6,500,-63.78611128538826
ef:86:35:dd:c3:f7,-65,500,69,6,500,-63.93384592488039
f7:9c:08:9a:42:ed,-83,500,50,6,500,-64.29430702523524
d1:0b:14:b3:18:6a,-57,500,43,6,500,-64.11399729828875
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-63.96652181489476
d1:0b:14:b3:18:6a,-56,500,43,6,500,-63.52376400833376
f1:96:cd:ee:25:bd,-48,500,47,6,500,-63.21231242256733
fc:02:a0:fa:33:19,-69,500,44,6,500,-63.29423849736931
f7:9c:08:9a:42:ed,-72,500,50,6,500,-63.52378507627035
e3:6f:28:36:5a:db,-43,500,43,6,500,-62.9171287291906
d5:b1:89:8b:b8:c5,-72,500,67,6,500,-62.933361557237546
e3:6f:28:36:5a:db,-58,500,43,6,500,-62.884264704936605
ef:86:35:dd:c3:f7,-61,500,69,6,500,-62.88432525719282
d1:0b:14:b3:18:6a,-58,500,43,6,500,-63.13071062998375
f1:96:cd:ee:25:bd,-69,500,47,6,500,-63.27828980658782
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-62.81918689880279
f7:9c:08:9a:42:ed,-80,500,50,6,500,-62.9992092231343
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.86802639196787
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.064860605501345
e3:6f:28:36:5a:db,-59,500,43,6,500,-62.86808508402058
d1:0b:14:b3:18:6a,-60,500,43,6,500,-62.90101568413842
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.786229655222776
f7:9c:08:9a:42:ed,-85,500,50,6,500,-63.1137949670097
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.06470978471252
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.13034604090991
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.34358870040977
e3:6f:28:36:5a:db,-58,500,43,6,500,-62.95002349428416
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.09761511533796
d1:0b:14:b3:18:6a,-56,500,43,6,500,-62.818862166537535
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.08099200926467
f1:96:cd:ee:25:bd,-64,500,47,6,500,-62.8841207000739
f9:b3:b2:3d:53:a5,-74,500,72,6,500,-63.0971816114116
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.24476899656441
ef:86:35:dd:c3:f7,-65,500,69,6,500,-63.17911371974392
e3:6f:28:36:5a:db,-67,500,43,6,500,-63.32672321783519
f9:b3:b2:3d:53:a5,-60,500,72,6,500,-63.359642688079326
f7:9c:08:9a:42:ed,-82,500,50,6,500,-63.52328725850194
fc:02:a0:fa:33:19,-46,500,44,6,500,-62.93301118915806
f1:96:cd:ee:25:bd,-68,500,47,6,500,-63.096978202695254
ef:86:35:dd:c3:f7,-61,500,69,6,500,-63.195489145272674
d1:0b:14:b3:18:6a,-56,500,43,6,500,-63.0972075755289
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-63.326811542517525
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.39245603216167
d1:0b:14:b3:18:6a,-56,500,43,6,500,-63.27777213634447
f9:b3:b2:3d:53:a5,-59,500,72,6,500,-63.31070952372948
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.60568302160518
fc:02:a0:fa:33:19,-60,500,44,6,500,-63.29409322463963
f1:96:cd:ee:25:bd,-68,500,47,6,500,-63.21197774372229
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.244915711418344
d1:0b:14:b3:18:6a,-60,500,43,6,500,-63.24501068636421
f7:9c:08:9a:42:ed,-82,500,50,6,500,-63.53990634947645
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.53984401636856
f1:96:cd:ee:25:bd,-63,500,47,6,500,-63.63832231171617
e3:6f:28:36:5a:db,-58,500,43,6,500,-63.3759521629413
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.539947417735426
f9:b3:b2:3d:53:a5,-72,500,72,6,500,-63.58900698900576
d1:0b:14:b3:18:6a,-56,500,43,6,500,-63.19542321147088
f1:96:cd:ee:25:bd,-64,500,47,6,500,-63.293868216369574
e3:6f:28:36:5a:db,-57,500,43,6,500,-63.22838954494747
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.424935461732886
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.26093833640215
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.31007096865065
ef:86:35:dd:c3:f7,-65,500,69,6,500,-63.0146837571752
d1:0b:14:b3:18:6a,-60,500,43,6,500,-63.063988077871706
fc:02:a0:fa:33:19,-59,500,44,6,500,-63.12973377432055
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.162697766071375
f7:9c:08:9a:42:ed,-77,500,50,6,500,-63.63827840989645
d5:b1:89:8b:b8:c5,-72,500,67,6,500,-63.68731503508422
ef:86:35:dd:c3:f7,-61,500,69,6,500,-63.506892888238596
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.76974210425092
f9:b3:b2:3d:53:a5,-74,500,72,6,500,-63.80225913631622
d1:0b:14:b3:18:6a,-58,500,43,6,500,-63.80248137225802
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.769831191345595
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-63.720880370293905
fc:02:a0:fa:33:19,-59,500,44,6,500,-63.55692038322658
f1:96:cd:ee:25:bd,-64,500,47,6,500,-63.70473617386382
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.44226646987453
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.737166344619894
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.73707330577914
f7:9c:08:9a:42:ed,-82,500,50,6,500,-64.113969179714
d5:b1:89:8b:b8:c5,-71,500,67,6,500,-64.29434503435976
ef:86:35:dd:c3:f7,-65,500,69,6,500,-64.36001569791881
d1:0b:14:b3:18:6a,-60,500,43,6,500,-63.94994645498356
f1:96:cd:ee:25:bd,-70,500,47,6,500,-64.14677245732366
e3:6f:28:36:5a:db,-59,500,43,6,500,-64.06489091400665
e3:6f:28:36:5a:db,-53,500,43,6,500,-63.819004108896074
d1:0b:14:b3:18:6a,-57,500,43,6,500,-63.80283808593928
f9:b3:b2:3d:53:a5,-56,500,72,6,500,-63.606117773045106
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.68835414405678
f7:9c:08:9a:42:ed,-76,500,50,6,500,-63.63879018299432
f1:96:cd:ee:25:bd,-64,500,47,6,500,-63.638826047638496
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.392810306744074
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.39268653902103
e2:51:e0:31:ee:0e,-60,500,20,6,500,-63.310754670035664
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.32704249901358
f7:9c:08:9a:42:ed,-82,500,50,6,500,-63.68752256147423
f1:96:cd:ee:25:bd,-69,500,47,6,500,-63.47403265755454
d1:0b:14:b3:18:6a,-58,500,43,6,500,-63.67134120897704
e3:6f:28:36:5a:db,-67,500,43,6,500,-63.6548184033086
f9:b3:b2:3d:53:a5,-73,500,72,6,500,-63.8515021715897
d1:0b:14:b3:18:6a,-56,500,43,6,500,-63.8518505015131
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.72064174254843
e2:51:e0:31:ee:0e,-61,500,20,6,500,-63.67152275880001
f1:96:cd:ee:25:bd,-69,500,47,6,500,-63.88484548865647
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-64.03253180936836
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.786370781482574
f7:9c:08:9a:42:ed,-79,500,50,6,500,-64.0976867172387
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-64.11394226222691
ef:86:35:dd:c3:f7,-63,500,69,6,500,-64.17972633217845
e2:51:e0:31:ee:0e,-65,500,20,6,500,-64.26185528979751
d1:0b:14:b3:18:6a,-56,500,43,6,500,-63.83536011589839
fc:02:a0:fa:33:19,-59,500,44,6,500,-63.6877888658692
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.94983644291181
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.95013298557743
e3:6f:28:36:5a:db,-69,500,43,6,500,-63.966370057707934
e3:6f:28:36:5a:db,-58,500,43,6,500,-63.7367563290746
d1:0b:14:b3:18:6a,-57,500,43,6,500,-63.75350970953348
f9:b3:b2:3d:53:a5,-60,500,72,6,500,-63.6880140129165
f7:9c:08:9a:42:ed,-79,500,50,6,500,-64.04861422920987
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.70414355392019
e2:51:e0:31:ee:0e,-61,500,20,6,500,-63.704298812835276
d5:b1:89:8b:b8:c5,-67,500,67,6,500,-63.68777992359732
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.671387860928405
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.68797411282658
e3:6f:28:36:5a:db,-67,500,43,6,500,-63.819274726161694
f9:b3:b2:3d:53:a5,-59,500,72,6,500,-63.83597711556649
d1:0b:14:b3:18:6a,-58,500,43,6,500,-63.52432956175933
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.45849736264336
f7:9c:08:9a:42:ed,-76,500,50,6,500,-63.70426968167722
f1:96:cd:ee:25:bd,-63,500,47,6,500,-63.77006870738644
e2:51:e0:31:ee:0e,-64,500,20,6,500,-63.60590573804371
ef:86:35:dd:c3:f7,-65,500,69,6,500,-63.72089798675008
f7:9c:08:9a:42:ed,-77,500,50,6,500,-64.01589985942836
e3:6f:28:36:5a:db,-69,500,43,6,500,-64.24573668457198
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-64.40984923645512
e2:51:e0:31:ee:0e,-65,500,20,6,500,-64.42630895160131
d1:0b:14:b3:18:6a,-56,500,43,6,500,-64.29528578242106
f1:96:cd:ee:25:bd,-70,500,47,6,500,-64.14737064134022
f9:b3:b2:3d:53:a5,-75,500,72,6,500,-64.26179619157288
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.917128514630484
ef:86:35:dd:c3:f7,-65,500,69,6,500,-63.81850488419438
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.720221608040156
f9:b3:b2:3d:53:a5,-75,500,72,6,500,-63.9660648969584
fc:02:a0:fa:33:19,-53,500,44,6,500,-63.687371412446005
f7:9c:08:9a:42:ed,-64,500,50,6,500,-63.7695392141037
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.852110825037485
e2:51:e0:31:ee:0e,-61,500,20,6,500,-63.9181124818768
ef:86:35:dd:c3:f7,-60,500,69,6,500,-63.984234916602794
d1:0b:14:b3:18:6a,-60,500,43,6,500,-63.96812261902699
e3:6f:28:36:5a:db,-67,500,43,6,500,-63.8202902638715
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.88584570479545
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.96818560311378
e2:51:e0:31:ee:0e,-61,500,20,6,500,-63.8534048529769
fc:02:a0:fa:33:19,-59,500,44,6,500,-63.83737661098138
f7:9c:08:9a:42:ed,-84,500,50,6,500,-64.09865025143375
f1:96:cd:ee:25:bd,-64,500,47,6,500,-63.80327987942048
f9:b3:b2:3d:53:a5,-77,500,72,6,500,-63.933898760335
d1:0b:14:b3:18:6a,-57,500,43,6,500,-63.91791783838819
e3:6f:28:36:5a:db,-67,500,43,6,500,-63.91779554316368
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.72087203137365
f1:96:cd:ee:25:bd,-69,500,47,6,500,-63.93430398058983
f7:9c:08:9a:42:ed,-79,500,50,6,500,-64.2291198504685
d5:b1:89:8b:b8:c5,-71,500,67,6,500,-64.39309494284046
ef:86:35:dd:c3:f7,-61,500,69,6,500,-64.26188562244369
e2:51:e0:31:ee:0e,-65,500,20,6,500,-64.2126034391327
d1:0b:14:b3:18:6a,-60,500,43,6,500,-64.14714304149439
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-63.7534220469159
e2:51:e0:31:ee:0e,-63,500,20,6,500,-63.65492289153173
f7:9c:08:9a:42:ed,-83,500,50,6,500,-63.98242031118282
d1:0b:14:b3:18:6a,-56,500,43,6,500,-63.83499291231951
e3:6f:28:36:5a:db,-58,500,43,6,500,-63.86814592479612
f9:b3:b2:3d:53:a5,-59,500,72,6,500,-63.86841128683944
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.687670733344554
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.68801409990213
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.60591880081426
d1:0b:14:b3:18:6a,-58,500,43,6,500,-63.60626783038975
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.672226363937256
f7:9c:08:9a:42:ed,-77,500,50,6,500,-63.950762698085825
f1:96:cd:ee:25:bd,-48,500,47,6,500,-63.442344723170976
d5:b1:89:8b:b8:c5,-72,500,67,6,500,-63.671934619898664
e3:6f:28:36:5a:db,-58,500,43,6,500,-63.62296695058014
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-63.42626185490205
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.42630156281955
d1:0b:14:b3:18:6a,-55,500,43,6,500,-63.328128068547876
f1:96:cd:ee:25:bd,-69,500,47,6,500,-63.36078908299908
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.361045199990194
f9:b3:b2:3d:53:a5,-60,500,72,6,500,-63.39413055379847
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.27936659141731
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.327974853453476
ef:86:35:dd:c3:f7,-62,500,69,6,500,-63.311678515513854
d1:0b:14:b3:18:6a,-60,500,43,6,500,-63.246179369942055
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.295304082223744
f7:9c:08:9a:42:ed,-77,500,50,6,500,-63.2948279048635
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.11446755477665
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-63.09790841523664
ef:86:35:dd:c3:f7,-63,500,69,6,500,-63.065120997104295
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.11461609906406
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.0816433032569
f7:9c:08:9a:42:ed,-83,500,50,6,500,-63.2121728200639
f1:96:cd:ee:25:bd,-57,500,47,6,500,-63.146750189213336
d1:0b:14:b3:18:6a,-58,500,43,6,500,-63.03202924810058
e3:6f:28:36:5a:db,-58,500,43,6,500,-63.01581268751425
f9:b3:b2:3d:53:a5,-60,500,72,6,500,-62.76975063365589
f7:9c:08:9a:42:ed,-77,500,50,6,500,-63.16326987771054
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.0649780118231
e3:6f:28:36:5a:db,-57,500,43,6,500,-63.04880039136994
ef:86:35:dd:c3:f7,-62,500,69,6,500,-63.065298348049694
d1:0b:14:b3:18:6a,-56,500,43,6,500,-62.999890501525
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-62.91807990945874
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.819707661100686
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-62.835972595542174
e3:6f:28:36:5a:db,-67,500,43,6,500,-62.88513273962502
d1:0b:14:b3:18:6a,-60,500,43,6,500,-62.86885988840007
f7:9c:08:9a:42:ed,-83,500,50,6,500,-63.26201226151581
f1:96:cd:ee:25:bd,-63,500,47,6,500,-62.91761090913827
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.86846370258724
ef:86:35:dd:c3:f7,-61,500,69,6,500,-62.605995932640795
d1:0b:14:b3:18:6a,-58,500,43,6,500,-62.62262478793304
fc:02:a0:fa:33:19,-68,500,44,6,500,-62.63888694661546
f7:9c:08:9a:42:ed,-83,500,50,6,500,-62.99923747846992
e3:6f:28:36:5a:db,-58,500,43,6,500,-62.818876749372286
f9:b3:b2:3d:53:a5,-59,500,72,6,500,-62.49079596336677
f1:96:cd:ee:25:bd,-69,500,47,6,500,-62.45777425299245
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-62.588899552943296
e3:6f:28:36:5a:db,-68,500,43,6,500,-62.637985303691664
f9:b3:b2:3d:53:a5,-73,500,72,6,500,-62.85105685456092
f1:96:cd:ee:25:bd,-68,500,47,6,500,-63.064303369198356
fc:02:a0:fa:33:19,-45,500,44,6,500,-62.76937887717743
f7:9c:08:9a:42:ed,-79,500,50,6,500,-62.703281422526395
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-62.90009240458939
ef:86:35:dd:c3:f7,-48,500,69,6,500,-62.73640395735383
d1:0b:14:b3:18:6a,-58,500,43,6,500,-62.72012787427474
f1:96:cd:ee:25:bd,-58,500,47,6,500,-62.55615901783498
d1:0b:14:b3:18:6a,-57,500,43,6,500,-62.53991325775809
e3:6f:28:36:5a:db,-58,500,43,6,500,-62.441585049544926
f9:b3:b2:3d:53:a5,-60,500,72,6,500,-62.4745002167683
f7:9c:08:9a:42:ed,-77,500,50,6,500,-62.73668411600212
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.47422441030378
f9:b3:b2:3d:53:a5,-56,500,72,6,500,-62.605759811499134
f7:9c:08:9a:42:ed,-76,500,50,6,500,-62.671038340494114
f1:96:cd:ee:25:bd,-58,500,47,6,500,-62.67120059751635
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.769768638261255
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-62.851677566606824
ef:86:35:dd:c3:f7,-64,500,69,6,500,-62.9994245129631
d1:0b:14:b3:18:6a,-59,500,43,6,500,-62.83545248296156
e3:6f:28:36:5a:db,-68,500,43,6,500,-62.983056306637764
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.99957364066834
d1:0b:14:b3:18:6a,-58,500,43,6,500,-62.950509535432914
f7:9c:08:9a:42:ed,-82,500,50,6,500,-62.999198940626215
f9:b3:b2:3d:53:a5,-73,500,72,6,500,-63.17946873455228
f1:96:cd:ee:25:bd,-63,500,47,6,500,-63.22874399277842
ef:86:35:dd:c3:f7,-64,500,69,6,500,-63.16310936589774
e3:6f:28:36:5a:db,-58,500,43,6,500,-62.851487429592204
d1:0b:14:b3:18:6a,-41,500,43,6,500,-62.572974041629756
f1:96:cd:ee:25:bd,-58,500,47,6,500,-62.40900865796541
fc:02:a0:fa:33:19,-61,500,44,6,500,-62.376250774730366
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-62.54021190062149
ef:86:35:dd:c3:f7,-64,500,69,6,500,-62.47458330873865
e3:6f:28:36:5a:db,-58,500,43,6,500,-62.0645624040728
f9:b3:b2:3d:53:a5,-55,500,72,6,500,-62.03195190943174
f7:9c:08:9a:42:ed,-83,500,50,6,500,-62.44161724980115
f7:9c:08:9a:42:ed,-80,500,50,6,500,-62.80219784685165
d1:0b:14:b3:18:6a,-60,500,43,6,500,-62.80228472434903
f9:b3:b2:3d:53:a5,-59,500,72,6,500,-62.507074439369674
f1:96:cd:ee:25:bd,-68,500,47,6,500,-62.67105206778204
fc:02:a0:fa:33:19,-59,500,44,6,500,-62.70397877494545
d5:b1:89:8b:b8:c5,-67,500,67,6,500,-62.7859435362449
e3:6f:28:36:5a:db,-69,500,43,6,500,-62.99914611292257
fc:02:a0:fa:33:19,-69,500,44,6,500,-63.22877458783335
f7:9c:08:9a:42:ed,-80,500,50,6,500,-63.540118780232284
f1:96:cd:ee:25:bd,-57,500,47,6,500,-63.34339071116884
ef:86:35:dd:c3:f7,-65,500,69,6,500,-63.3105606528351
e3:6f:28:36:5a:db,-59,500,43,6,500,-63.29426365079334
d1:0b:14:b3:18:6a,-58,500,43,6,500,-62.884274484876414
f9:b3:b2:3d:53:a5,-75,500,72,6,500,-63.08089336119893
d5:b1:89:8b:b8:c5,-67,500,67,6,500,-63.17927903568997
e3:6f:28:36:5a:db,-68,500,43,6,500,-63.29404733753033
fc:02:a0:fa:33:19,-68,500,44,6,500,-63.458050435863335
d1:0b:14:b3:18:6a,-61,500,43,6,500,-63.34326842546315
f1:96:cd:ee:25:bd,-58,500,47,6,500,-62.933224689412334
f7:9c:08:9a:42:ed,-80,500,50,6,500,-63.29380757916904
f9:b3:b2:3d:53:a5,-73,500,72,6,500,-63.523320793685414
f1:96:cd:ee:25:bd,-59,500,47,6,500,-63.35935253095005
e3:6f:28:36:5a:db,-68,500,43,6,500,-63.3428417498708
fc:02:a0:fa:33:19,-61,500,44,6,500,-63.228044048384014
d1:0b:14:b3:18:6a,-61,500,43,6,500,-63.031189642173764
f9:b3:b2:3d:53:a5,-59,500,72,6,500,-62.88360747464113
d5:b1:89:8b:b8:c5,-67,500,67,6,500,-63.2445297590319
ef:86:35:dd:c3:f7,-64,500,69,6,500,-62.99831315438977
e3:6f:28:36:5a:db,-59,500,43,6,500,-62.850719949633245
f9:b3:b2:3d:53:a5,-73,500,72,6,500,-63.26075681545007
fc:02:a0:fa:33:19,-60,500,44,6,500,-63.29372358583147
d1:0b:14:b3:18:6a,-57,500,43,6,500,-63.27754457016601
f7:9c:08:9a:42:ed,-79,500,50,6,500,-63.638160813471664
f1:96:cd:ee:25:bd,-58,500,47,6,500,-63.6383733985694
d5:b1:89:8b:b8:c5,-70,500,67,6,500,-63.802339941812434
ef:86:35:dd:c3:f7,-65,500,69,6,500,-63.605374800917055
fc:02:a0:fa:33:19,-69,500,44,6,500,-63.73654249533864
d1:0b:14:b3:18:6a,-57,500,43,6,500,-63.75322467228699
f7:9c:08:9a:42:ed,-81,500,50,6,500,-63.83472310953931
f1:96:cd:ee:25:bd,-64,500,47,6,500,-63.93324034315314
e3:6f:28:36:5a:db,-58,500,43,6,500,-63.88420658424414
f9:b3:b2:3d:53:a5,-70,500,72,6,500,-63.900442049098224
d5:b1:89:8b:b8:c5,-71,500,67,6,500,-64.01513653629605
ef:86:35:dd:c3:f7,-64,500,69,6,500,-64.09723929352795
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-64.0971338692501
ef:86:35:dd:c3:f7,-65,500,69,6,500,-64.1627896182776
f7:9c:08:9a:42:ed,-82,500,50,6,500,-64.55616216798099
d1:0b:14:b3:18:6a,-57,500,43,6,500,-64.14608409896637
f1:96:cd:ee:25:bd,-69,500,47,6,500,-64.08026701854936
e3:6f:28:36:5a:db,-69,500,43,6,500,-64.17860730231553
fc:02:a0:fa:33:19,-68,500,44,6,500,-64.24415197438343
f9:b3:b2:3d:53:a5,-58,500,72,6,500,-64.24436863446859
e3:6f:28:36:5a:db,-58,500,43,6,500,-64.52383043615818
fc:02:a0:fa:33:19,-61,500,44,6,500,-64.57331976143827
d1:0b:14:b3:18:6a,-58,500,43,6,500,-64.52437236970536
f1:96:cd:ee:25:bd,-64,500,47,6,500,-64.44234041979897
f7:9c:08:9a:42:ed,-76,500,50,6,500,-64.63889105449894
d5:b1:89:8b:b8:c5,-69,500,67,6,500,-64.81943511613737
ef:86:35:dd:c3:f7,-63,500,69,6,500,-64.95106283682262
f9:b3:b2:3d:53:a5,-72,500,72,6,500,-64.77031893402881
f7:9c:08:9a:42:ed,-83,500,50,6,500,-64.81863628965395
e3:6f:28:36:5a:db,-67,500,43,6,500,-64.93357259384581
d1:0b:14:b3:18:6a,-59,500,43,6,500,-64.933924586789
fc:02:a0:fa:33:19,-61,500,44,6,500,-64.81916253823057
d5:b1:89:8b:b8:c5,-67,500,67,6,500,-64.95055801583864
f1:96:cd:ee:25:bd,-69,500,47,6,500,-64.98324796003403
e3:6f:28:36:5a:db,-59,500,43,6,500,-64.81930237186866
f9:b3:b2:3d:53:a5,-70,500,72,6,500,-64.83550433205674
fc:02:a0:fa:33:19,-69,500,44,6,500,-64.65467150450334
d1:0b:14:b3:18:6a,-58,500,43,6,500,-64.67154971166765
f1:96:cd:ee:25:bd,-58,500,47,6,500,-64.55692467396435
d5:b1:89:8b:b8:c5,-72,500,67,6,500,-64.77016950508659
ef:86:35:dd:c3:f7,-64,500,69,6,500,-64.86893137587403
e3:6f:28:36:5a:db,-58,500,43,6,500,-64.5900664330472
d1:0b:14:b3:18:6a,-59,500,43,6,500,-64.45896076798248
f1:96:cd:ee:25:bd,-58,500,47,6,500,-64.29503647115938
f7:9c:08:9a:42:ed,-76,500,50,6,500,-64.42581216160438
fc:02:a0:fa:33:19,-60,500,44,6,500,-64.4096780116006
e3:6f:28:36:5a:db,-59,500,43,6,500,-64.42647629153262
f9:b3:b2:3d:53:a5,-71,500,72,6,500,-64.27847987325116
fc:02:a0:fa:33:19,-60,500,44,6,500,-64.06519676448242
d1:0b:14:b3:18:6a,-58,500,43,6,500,-64.04919399780294
f7:9c:08:9a:42:ed,-77,500,50,6,500,-64.19628639319473
f1:96:cd:ee:25:bd,-64,500,47,6,500,-64.24567351708735
d5:b1:89:8b:b8:c5,-67,500,67,6,500,-64.34418809477044
ef:86:35:dd:c3:f7,-63,500,69,6,500,-64.41010771361105
fc:02:a0:fa:33:19,-62,500,44,6,500,-64.32815508197545
d1:0b:14:b3:18:6a,-58,500,43,6,500,-64.22994376666904
f7:9c:08:9a:42:ed,-83,500,50,6,500,-64.62302410620897
e3:6f:28:36:5a:db,-57,500,43,6,500,-64.3606442775399
f9:b3:b2:3d:53:a5,-59,500,72,6,500,-64.34452139752008
ef:86:35:dd:c3:f7,-62,500,69,6,500,-64.42690261903132
d5:b1:89:8b:b8:c5,-68,500,67,6,500,-64.24633438434572
f1:96:cd:ee:25:bd,-71,500,47,6,500,-64.45967069641155
f9:b3:b2:3d:53:a5,-74,500,72,6,500,-64.52489012687622
fc:02:a0:fa:33:19,-68,500,44,6,500,-64.5740617570191
d1:0b:14:b3:18:6a,-60,500,43,6,500,-64.42649473102293
ef:86:35:dd:c3:f7,-65,500,69,6,500,-64.55806232497494
f7:9c:08:9a:42:ed,-82,500,50,6,500,-64.57358171506708
f1:96:cd:ee:25:bd,-48,500,47,6,500,-64.31138376957908
